date,year_month,fiscal_year,quarter,month_num,month_name_de,month_name_en,country,land_de,product_category,sub_category,order_quantity,unit_cost,unit_price,cost,revenue,profit,gross_margin_pct,revenue_plan,cost_plan,profit_plan,revenue_var_abs,revenue_var_pct
2015-08-30,2015-08,2015,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Bike Racks,6,45,120,270,706,436,61.76,662.0,257.0,405.0,44.0,0.0665
2013-11-04,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bike Racks,1,45,120,45,108,63,58.33,112.0,46.0,66.0,-4.0,-0.0357
2015-11-04,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bike Racks,1,45,120,45,108,63,58.33,115.0,47.0,68.0,-7.0,-0.0609
2014-01-31,2014-01,2014,Q1,1,Januar,January,Australia,Australien,Accessories,Bike Racks,10,45,120,450,1044,594,56.9,978.0,427.0,551.0,66.0,0.0675
2016-01-31,2016-01,2016,Q1,1,Januar,January,Australia,Australien,Accessories,Bike Racks,12,45,120,540,1253,713,56.9,1322.0,564.0,758.0,-69.0,-0.0522
2014-05-28,2014-05,2014,Q2,5,Mai,May,Australia,Australien,Accessories,Bike Racks,4,45,120,180,418,238,56.94,405.0,175.0,230.0,13.0,0.0321
2016-05-28,2016-05,2016,Q2,5,Mai,May,Australia,Australien,Accessories,Bike Racks,6,45,120,270,626,356,56.87,646.0,277.0,369.0,-20.0,-0.031
2013-09-07,2013-09,2013,Q3,9,September,September,Canada,Kanada,Accessories,Bike Racks,2,45,120,90,238,148,62.18,246.0,92.0,154.0,-8.0,-0.0325
2015-09-07,2015-09,2015,Q3,9,September,September,Canada,Kanada,Accessories,Bike Racks,1,45,120,45,119,74,62.18,120.0,45.0,75.0,-1.0,-0.0083
2014-04-17,2014-04,2014,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bike Racks,6,45,120,270,619,349,56.38,558.0,249.0,309.0,61.0,0.1093
2016-04-17,2016-04,2016,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bike Racks,7,45,120,315,722,407,56.37,780.0,335.0,445.0,-58.0,-0.0744
2013-09-29,2013-09,2013,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bike Racks,9,45,120,405,1058,653,61.72,1012.0,391.0,621.0,46.0,0.0455
2015-09-29,2015-09,2015,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bike Racks,9,45,120,405,1058,653,61.72,978.0,381.0,597.0,80.0,0.0818
2013-07-31,2013-07,2013,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Bike Racks,25,45,120,1125,2940,1815,61.73,2616.0,1026.0,1590.0,324.0,0.1239
2015-07-31,2015-07,2015,Q3,7,Juli,July,United States,Vereinigte Staaten,Accessories,Bike Racks,22,45,120,990,2587,1597,61.73,2643.0,1007.0,1636.0,-56.0,-0.0212
2013-08-03,2013-08,2013,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Bike Racks,11,45,120,495,1294,799,61.75,1349.0,512.0,837.0,-55.0,-0.0408
2015-08-03,2015-08,2015,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Bike Racks,11,45,120,495,1294,799,61.75,1144.0,449.0,695.0,150.0,0.1311
2014-02-27,2014-02,2014,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Bike Racks,2,45,120,90,187,97,51.87,188.0,90.0,98.0,-1.0,-0.0053
2016-02-27,2016-02,2016,Q1,2,Februar,February,United States,Vereinigte Staaten,Accessories,Bike Racks,1,45,120,45,94,49,52.13,88.0,43.0,45.0,6.0,0.0682
2013-09-13,2013-09,2013,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bike Racks,4,45,120,180,374,194,51.87,387.0,185.0,202.0,-13.0,-0.0336
2015-09-13,2015-09,2015,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bike Racks,6,45,120,270,562,292,51.96,518.0,253.0,265.0,44.0,0.0849
2014-06-08,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bike Racks,9,45,120,405,842,437,51.9,881.0,420.0,461.0,-39.0,-0.0443
2016-06-08,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bike Racks,6,45,120,270,562,292,51.96,547.0,264.0,283.0,15.0,0.0274
2014-06-05,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bike Racks,15,45,120,675,1548,873,56.4,1710.0,732.0,978.0,-162.0,-0.0947
2016-06-05,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bike Racks,15,45,120,675,1548,873,56.4,1413.0,628.0,785.0,135.0,0.0955
2013-12-15,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bike Racks,7,45,120,315,823,508,61.73,792.0,305.0,487.0,31.0,0.0391
2015-12-15,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bike Racks,8,45,120,360,941,581,61.74,854.0,333.0,521.0,87.0,0.1019
2014-01-17,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Bike Racks,30,45,120,1350,3528,2178,61.73,3888.0,1460.0,2428.0,-360.0,-0.0926
2016-01-17,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Bike Racks,29,45,120,1305,3410,2105,61.73,3719.0,1400.0,2319.0,-309.0,-0.0831
2014-05-07,2014-05,2014,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Bike Racks,6,45,120,270,706,436,61.76,665.0,257.0,408.0,41.0,0.0617
2016-05-07,2016-05,2016,Q2,5,Mai,May,United States,Vereinigte Staaten,Accessories,Bike Racks,6,45,120,270,706,436,61.76,733.0,278.0,455.0,-27.0,-0.0368
2013-11-10,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bike Racks,10,45,120,450,936,486,51.92,1007.0,477.0,530.0,-71.0,-0.0705
2015-11-10,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bike Racks,9,45,120,405,842,437,51.9,853.0,409.0,444.0,-11.0,-0.0129
2013-08-19,2013-08,2013,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Bike Racks,12,45,120,540,1411,871,61.73,1421.0,543.0,878.0,-10.0,-0.007
2015-08-19,2015-08,2015,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Bike Racks,9,45,120,405,1058,653,61.72,992.0,385.0,607.0,66.0,0.0665
2013-09-18,2013-09,2013,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bike Racks,3,45,120,135,353,218,61.76,319.0,124.0,195.0,34.0,0.1066
2015-09-18,2015-09,2015,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bike Racks,3,45,120,135,353,218,61.76,387.0,145.0,242.0,-34.0,-0.0879
2013-12-14,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bike Racks,30,45,120,1350,2808,1458,51.92,3078.0,1454.0,1624.0,-270.0,-0.0877
2015-12-14,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bike Racks,30,45,120,1350,2808,1458,51.92,2898.0,1384.0,1514.0,-90.0,-0.0311
2014-01-01,2014-01,2014,Q1,1,Januar,January,Australia,Australien,Accessories,Bike Racks,8,45,120,360,835,475,56.89,803.0,349.0,454.0,32.0,0.0399
2016-01-01,2016-01,2016,Q1,1,Januar,January,Australia,Australien,Accessories,Bike Racks,6,45,120,270,626,356,56.87,603.0,262.0,341.0,23.0,0.0381
2014-03-01,2014-03,2014,Q1,3,März,March,Australia,Australien,Accessories,Bike Racks,2,45,120,90,190,100,52.63,200.0,94.0,106.0,-10.0,-0.05
2016-03-01,2016-03,2016,Q1,3,März,March,Australia,Australien,Accessories,Bike Racks,4,45,120,180,379,199,52.51,415.0,194.0,221.0,-36.0,-0.0867
2014-06-12,2014-06,2014,Q2,6,Juni,June,Australia,Australien,Accessories,Bike Racks,7,45,120,315,731,416,56.91,799.0,338.0,461.0,-68.0,-0.0851
2016-06-12,2016-06,2016,Q2,6,Juni,June,Australia,Australien,Accessories,Bike Racks,4,45,120,180,418,238,56.94,446.0,190.0,256.0,-28.0,-0.0628
2013-12-23,2013-12,2013,Q4,12,Dezember,December,Australia,Australien,Accessories,Bike Racks,6,45,120,270,569,299,52.55,588.0,277.0,311.0,-19.0,-0.0323
2015-12-23,2015-12,2015,Q4,12,Dezember,December,Australia,Australien,Accessories,Bike Racks,7,45,120,315,664,349,52.56,598.0,290.0,308.0,66.0,0.1104
2014-07-31,2014-07,2014,Q3,7,Juli,July,Germany,Deutschland,Accessories,Bike Racks,26,45,120,1170,2558,1388,54.26,2350.0,1094.0,1256.0,208.0,0.0885
2016-07-31,2016-07,2016,Q3,7,Juli,July,Germany,Deutschland,Accessories,Bike Racks,23,45,120,1035,2263,1228,54.26,2479.0,1114.0,1365.0,-216.0,-0.0871
2014-05-11,2014-05,2014,Q2,5,Mai,May,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,6,45,120,270,691,421,60.93,709.0,276.0,433.0,-18.0,-0.0254
2016-05-11,2016-05,2016,Q2,5,Mai,May,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,8,45,120,360,922,562,60.95,813.0,326.0,487.0,109.0,0.1341
2014-06-18,2014-06,2014,Q2,6,Juni,June,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,1,45,120,45,115,70,60.87,104.0,42.0,62.0,11.0,0.1058
2016-06-18,2016-06,2016,Q2,6,Juni,June,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,1,45,120,45,115,70,60.87,120.0,46.0,74.0,-5.0,-0.0417
2014-04-20,2014-04,2014,Q2,4,April,April,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,4,45,120,180,461,281,60.95,406.0,163.0,243.0,55.0,0.1355
2016-04-20,2016-04,2016,Q2,4,April,April,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,6,45,120,270,691,421,60.93,635.0,252.0,383.0,56.0,0.0882
2013-12-05,2013-12,2013,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bike Racks,10,45,120,450,936,486,51.92,947.0,454.0,493.0,-11.0,-0.0116
2015-12-05,2015-12,2015,Q4,12,Dezember,December,United States,Vereinigte Staaten,Accessories,Bike Racks,8,45,120,360,749,389,51.94,783.0,373.0,410.0,-34.0,-0.0434
2014-06-11,2014-06,2014,Q2,6,Juni,June,Canada,Kanada,Accessories,Bike Racks,19,45,120,855,2257,1402,62.12,2339.0,880.0,1459.0,-82.0,-0.0351
2016-06-11,2016-06,2016,Q2,6,Juni,June,Canada,Kanada,Accessories,Bike Racks,17,45,120,765,2020,1255,62.13,1886.0,725.0,1161.0,134.0,0.071
2014-04-24,2014-04,2014,Q2,4,April,April,Australia,Australien,Accessories,Bike Racks,3,45,120,135,284,149,52.46,298.0,140.0,158.0,-14.0,-0.047
2016-04-24,2016-04,2016,Q2,4,April,April,Australia,Australien,Accessories,Bike Racks,4,45,120,180,379,199,52.51,355.0,171.0,184.0,24.0,0.0676
2014-02-07,2014-02,2014,Q1,2,Februar,February,Australia,Australien,Accessories,Bike Racks,8,45,120,360,758,398,52.51,726.0,348.0,378.0,32.0,0.0441
2016-02-07,2016-02,2016,Q1,2,Februar,February,Australia,Australien,Accessories,Bike Racks,6,45,120,270,569,299,52.55,603.0,283.0,320.0,-34.0,-0.0564
2013-12-03,2013-12,2013,Q4,12,Dezember,December,Australia,Australien,Accessories,Bike Racks,1,45,120,45,101,56,55.45,105.0,46.0,59.0,-4.0,-0.0381
2015-12-03,2015-12,2015,Q4,12,Dezember,December,Australia,Australien,Accessories,Bike Racks,1,45,120,45,101,56,55.45,109.0,48.0,61.0,-8.0,-0.0734
2014-03-24,2014-03,2014,Q1,3,März,March,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,6,45,120,270,691,421,60.93,717.0,278.0,439.0,-26.0,-0.0363
2016-03-24,2016-03,2016,Q1,3,März,March,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,3,45,120,135,346,211,60.98,352.0,137.0,215.0,-6.0,-0.017
2014-04-07,2014-04,2014,Q2,4,April,April,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,2,45,120,90,230,140,60.87,208.0,83.0,125.0,22.0,0.1058
2016-04-07,2016-04,2016,Q2,4,April,April,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,1,45,120,45,115,70,60.87,111.0,44.0,67.0,4.0,0.036
2014-06-06,2014-06,2014,Q2,6,Juni,June,Germany,Deutschland,Accessories,Bike Racks,8,45,120,360,835,475,56.89,788.0,344.0,444.0,47.0,0.0596
2016-06-06,2016-06,2016,Q2,6,Juni,June,Germany,Deutschland,Accessories,Bike Racks,5,45,120,225,522,297,56.9,490.0,214.0,276.0,32.0,0.0653
2013-12-19,2013-12,2013,Q4,12,Dezember,December,France,Frankreich,Accessories,Bike Racks,21,45,120,945,2066,1121,54.26,2301.0,1031.0,1270.0,-235.0,-0.1021
2015-12-19,2015-12,2015,Q4,12,Dezember,December,France,Frankreich,Accessories,Bike Racks,22,45,120,990,2165,1175,54.27,2109.0,970.0,1139.0,56.0,0.0266
2014-07-12,2014-07,2014,Q3,7,Juli,July,Germany,Deutschland,Accessories,Bike Racks,27,45,120,1215,3013,1798,59.67,3296.0,1306.0,1990.0,-283.0,-0.0859
2016-07-12,2016-07,2016,Q3,7,Juli,July,Germany,Deutschland,Accessories,Bike Racks,26,45,120,1170,2902,1732,59.68,2993.0,1199.0,1794.0,-91.0,-0.0304
2014-03-21,2014-03,2014,Q1,3,März,March,Australia,Australien,Accessories,Bike Racks,5,45,120,225,492,267,54.27,527.0,238.0,289.0,-35.0,-0.0664
2016-03-21,2016-03,2016,Q1,3,März,March,Australia,Australien,Accessories,Bike Racks,5,45,120,225,492,267,54.27,492.0,225.0,267.0,0.0,0.0
2013-11-27,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bike Racks,10,45,120,450,1176,726,61.73,1198.0,457.0,741.0,-22.0,-0.0184
2015-11-27,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bike Racks,10,45,120,450,1176,726,61.73,1174.0,449.0,725.0,2.0,0.0017
2014-06-15,2014-06,2014,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bike Racks,17,45,120,765,1999,1234,61.73,1853.0,720.0,1133.0,146.0,0.0788
2016-06-15,2016-06,2016,Q2,6,Juni,June,United States,Vereinigte Staaten,Accessories,Bike Racks,19,45,120,855,2234,1379,61.73,2353.0,892.0,1461.0,-119.0,-0.0506
2014-05-04,2014-05,2014,Q2,5,Mai,May,France,Frankreich,Accessories,Bike Racks,16,45,120,720,1670,950,56.89,1582.0,690.0,892.0,88.0,0.0556
2016-05-04,2016-05,2016,Q2,5,Mai,May,France,Frankreich,Accessories,Bike Racks,17,45,120,765,1775,1010,56.9,1572.0,695.0,877.0,203.0,0.1291
2013-08-20,2013-08,2013,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Bike Racks,3,45,120,135,310,175,56.45,321.0,139.0,182.0,-11.0,-0.0343
2015-08-20,2015-08,2015,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Bike Racks,3,45,120,135,310,175,56.45,286.0,127.0,159.0,24.0,0.0839
2013-09-04,2013-09,2013,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bike Racks,27,45,120,1215,2786,1571,56.39,3081.0,1318.0,1763.0,-295.0,-0.0957
2015-09-04,2015-09,2015,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bike Racks,24,45,120,1080,2477,1397,56.4,2747.0,1174.0,1573.0,-270.0,-0.0983
2014-01-19,2014-01,2014,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Bike Racks,6,45,120,270,706,436,61.76,776.0,292.0,484.0,-70.0,-0.0902
2016-01-19,2016-01,2016,Q1,1,Januar,January,United States,Vereinigte Staaten,Accessories,Bike Racks,8,45,120,360,941,581,61.74,912.0,351.0,561.0,29.0,0.0318
2014-01-07,2014-01,2014,Q1,1,Januar,January,Canada,Kanada,Accessories,Bike Racks,29,45,120,1305,3445,2140,62.12,3044.0,1184.0,1860.0,401.0,0.1317
2016-01-07,2016-01,2016,Q1,1,Januar,January,Canada,Kanada,Accessories,Bike Racks,30,45,120,1350,3564,2214,62.12,3930.0,1461.0,2469.0,-366.0,-0.0931
2013-12-31,2013-12,2013,Q4,12,Dezember,December,France,Frankreich,Accessories,Bike Racks,12,45,120,540,1253,713,56.9,1231.0,533.0,698.0,22.0,0.0179
2015-12-31,2015-12,2015,Q4,12,Dezember,December,France,Frankreich,Accessories,Bike Racks,13,45,120,585,1357,772,56.89,1509.0,637.0,872.0,-152.0,-0.1007
2014-01-16,2014-01,2014,Q1,1,Januar,January,Canada,Kanada,Accessories,Bike Racks,10,45,120,450,1188,738,62.12,1320.0,490.0,830.0,-132.0,-0.1
2016-01-16,2016-01,2016,Q1,1,Januar,January,Canada,Kanada,Accessories,Bike Racks,7,45,120,315,832,517,62.14,902.0,336.0,566.0,-70.0,-0.0776
2014-02-18,2014-02,2014,Q1,2,Februar,February,Canada,Kanada,Accessories,Bike Racks,2,45,120,90,238,148,62.18,226.0,86.0,140.0,12.0,0.0531
2016-02-18,2016-02,2016,Q1,2,Februar,February,Canada,Kanada,Accessories,Bike Racks,1,45,120,45,119,74,62.18,116.0,44.0,72.0,3.0,0.0259
2014-03-02,2014-03,2014,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bike Racks,3,45,120,135,353,218,61.76,383.0,144.0,239.0,-30.0,-0.0783
2016-03-02,2016-03,2016,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bike Racks,5,45,120,225,588,363,61.73,562.0,217.0,345.0,26.0,0.0463
2013-07-15,2013-07,2013,Q3,7,Juli,July,Germany,Deutschland,Accessories,Bike Racks,5,45,120,225,558,333,59.68,514.0,211.0,303.0,44.0,0.0856
2015-07-15,2015-07,2015,Q3,7,Juli,July,Germany,Deutschland,Accessories,Bike Racks,2,45,120,90,223,133,59.64,226.0,91.0,135.0,-3.0,-0.0133
2014-06-06,2014-06,2014,Q2,6,Juni,June,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,2,45,120,90,230,140,60.87,254.0,98.0,156.0,-24.0,-0.0945
2016-06-06,2016-06,2016,Q2,6,Juni,June,United Kingdom,Vereinigtes Königreich,Accessories,Bike Racks,2,45,120,90,230,140,60.87,241.0,93.0,148.0,-11.0,-0.0456
2013-10-09,2013-10,2013,Q4,10,Oktober,October,Germany,Deutschland,Accessories,Bike Racks,10,45,120,450,1044,594,56.9,1062.0,456.0,606.0,-18.0,-0.0169
2015-10-09,2015-10,2015,Q4,10,Oktober,October,Germany,Deutschland,Accessories,Bike Racks,12,45,120,540,1253,713,56.9,1132.0,498.0,634.0,121.0,0.1069
2013-12-11,2013-12,2013,Q4,12,Dezember,December,France,Frankreich,Accessories,Bike Racks,10,45,120,450,1068,618,57.87,1097.0,460.0,637.0,-29.0,-0.0264
2015-12-11,2015-12,2015,Q4,12,Dezember,December,France,Frankreich,Accessories,Bike Racks,12,45,120,540,1282,742,57.88,1433.0,591.0,842.0,-151.0,-0.1054
2014-05-20,2014-05,2014,Q2,5,Mai,May,France,Frankreich,Accessories,Bike Racks,1,45,120,45,98,53,54.08,90.0,42.0,48.0,8.0,0.0889
2016-05-20,2016-05,2016,Q2,5,Mai,May,France,Frankreich,Accessories,Bike Racks,2,45,120,90,197,107,54.31,198.0,90.0,108.0,-1.0,-0.0051
2013-09-27,2013-09,2013,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bike Racks,8,45,120,360,941,581,61.74,1026.0,386.0,640.0,-85.0,-0.0828
2015-09-27,2015-09,2015,Q3,9,September,September,United States,Vereinigte Staaten,Accessories,Bike Racks,9,45,120,405,1058,653,61.72,1119.0,424.0,695.0,-61.0,-0.0545
2013-12-17,2013-12,2013,Q4,12,Dezember,December,Canada,Kanada,Accessories,Bike Racks,4,45,120,180,480,300,62.5,503.0,187.0,316.0,-23.0,-0.0457
2015-12-17,2015-12,2015,Q4,12,Dezember,December,Canada,Kanada,Accessories,Bike Racks,6,45,120,270,720,450,62.5,755.0,280.0,475.0,-35.0,-0.0464
2014-02-20,2014-02,2014,Q1,2,Februar,February,Australia,Australien,Accessories,Bike Racks,7,45,120,315,731,416,56.91,706.0,307.0,399.0,25.0,0.0354
2016-02-20,2016-02,2016,Q1,2,Februar,February,Australia,Australien,Accessories,Bike Racks,9,45,120,405,940,535,56.91,893.0,389.0,504.0,47.0,0.0526
2013-08-26,2013-08,2013,Q3,8,August,August,Canada,Kanada,Accessories,Bike Racks,8,45,120,360,950,590,62.11,1021.0,381.0,640.0,-71.0,-0.0695
2015-08-26,2015-08,2015,Q3,8,August,August,Canada,Kanada,Accessories,Bike Racks,6,45,120,270,713,443,62.13,766.0,286.0,480.0,-53.0,-0.0692
2013-08-03,2013-08,2013,Q3,8,August,August,Canada,Kanada,Accessories,Bike Racks,10,45,120,450,1188,738,62.12,1293.0,482.0,811.0,-105.0,-0.0812
2015-08-03,2015-08,2015,Q3,8,August,August,Canada,Kanada,Accessories,Bike Racks,12,45,120,540,1426,886,62.13,1567.0,583.0,984.0,-141.0,-0.09
2013-11-28,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bike Racks,9,45,120,405,842,437,51.9,844.0,406.0,438.0,-2.0,-0.0024
2015-11-28,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bike Racks,9,45,120,405,842,437,51.9,842.0,405.0,437.0,0.0,0.0
2013-11-19,2013-11,2013,Q4,11,November,November,Australia,Australien,Accessories,Bike Racks,10,45,120,450,1044,594,56.9,1119.0,476.0,643.0,-75.0,-0.067
2015-11-19,2015-11,2015,Q4,11,November,November,Australia,Australien,Accessories,Bike Racks,9,45,120,405,940,535,56.91,974.0,417.0,557.0,-34.0,-0.0349
2013-12-08,2013-12,2013,Q4,12,Dezember,December,Australia,Australien,Accessories,Bike Racks,4,45,120,180,418,238,56.94,438.0,187.0,251.0,-20.0,-0.0457
2015-12-08,2015-12,2015,Q4,12,Dezember,December,Australia,Australien,Accessories,Bike Racks,3,45,120,135,313,178,56.87,335.0,143.0,192.0,-22.0,-0.0657
2014-04-27,2014-04,2014,Q2,4,April,April,Australia,Australien,Accessories,Bike Racks,3,45,120,135,313,178,56.87,342.0,145.0,197.0,-29.0,-0.0848
2016-04-27,2016-04,2016,Q2,4,April,April,Australia,Australien,Accessories,Bike Racks,3,45,120,135,313,178,56.87,301.0,131.0,170.0,12.0,0.0399
2014-05-17,2014-05,2014,Q2,5,Mai,May,Germany,Deutschland,Accessories,Bike Racks,17,45,120,765,1897,1132,59.67,1840.0,747.0,1093.0,57.0,0.031
2016-05-17,2016-05,2016,Q2,5,Mai,May,Germany,Deutschland,Accessories,Bike Racks,14,45,120,630,1562,932,59.67,1410.0,581.0,829.0,152.0,0.1078
2014-05-24,2014-05,2014,Q2,5,Mai,May,Australia,Australien,Accessories,Bike Racks,9,45,120,405,907,502,55.35,924.0,411.0,513.0,-17.0,-0.0184
2016-05-24,2016-05,2016,Q2,5,Mai,May,Australia,Australien,Accessories,Bike Racks,9,45,120,405,907,502,55.35,806.0,369.0,437.0,101.0,0.1253
2014-05-16,2014-05,2014,Q2,5,Mai,May,Australia,Australien,Accessories,Bike Racks,10,45,120,450,984,534,54.27,976.0,447.0,529.0,8.0,0.0082
2016-05-16,2016-05,2016,Q2,5,Mai,May,Australia,Australien,Accessories,Bike Racks,8,45,120,360,787,427,54.26,795.0,363.0,432.0,-8.0,-0.0101
2013-08-14,2013-08,2013,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Bike Racks,17,45,120,765,1999,1234,61.73,1897.0,734.0,1163.0,102.0,0.0538
2015-08-14,2015-08,2015,Q3,8,August,August,United States,Vereinigte Staaten,Accessories,Bike Racks,14,45,120,630,1646,1016,61.73,1682.0,641.0,1041.0,-36.0,-0.0214
2013-10-25,2013-10,2013,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bike Racks,10,45,120,450,1176,726,61.73,1043.0,409.0,634.0,133.0,0.1275
2015-10-25,2015-10,2015,Q4,10,Oktober,October,United States,Vereinigte Staaten,Accessories,Bike Racks,9,45,120,405,1058,653,61.72,941.0,369.0,572.0,117.0,0.1243
2013-11-15,2013-11,2013,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bike Racks,5,45,120,225,588,363,61.73,634.0,239.0,395.0,-46.0,-0.0726
2015-11-15,2015-11,2015,Q4,11,November,November,United States,Vereinigte Staaten,Accessories,Bike Racks,6,45,120,270,706,436,61.76,682.0,263.0,419.0,24.0,0.0352
2014-03-13,2014-03,2014,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bike Racks,6,45,120,270,706,436,61.76,643.0,251.0,392.0,63.0,0.098
2016-03-13,2016-03,2016,Q1,3,März,March,United States,Vereinigte Staaten,Accessories,Bike Racks,3,45,120,135,353,218,61.76,355.0,136.0,219.0,-2.0,-0.0056
2014-04-14,2014-04,2014,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bike Racks,7,45,120,315,823,508,61.73,876.0,331.0,545.0,-53.0,-0.0605
2016-04-14,2016-04,2016,Q2,4,April,April,United States,Vereinigte Staaten,Accessories,Bike Racks,7,45,120,315,823,508,61.73,767.0,298.0,469.0,56.0,0.073
